X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR,FEATUREDES,OSPI_CODE
-122.1954935,47.65654673,287,10000030,8639,662,Puget Sound Adventist Academy,Adventist Academy,5320 108th Ave NE,98033,-122.195495,47.65654469,20,LAKE WASHINGTON,1725059198,172505,9198,School-High,0
-122.2227047,47.55375186,288,542,9280,660,Island Park Elementary School,Island Park,5437 Island Crest Way,98040,-122.2227067,47.55374985,10,MERCER ISLAND,1924059040,192405,9040,School-Elementary,3162
-122.0079607,47.18707606,289,298,207,661,Enumclaw Middle School,Enumclaw Middle,550 Semanski St S,98022,-122.0079626,47.1870746,10,ENUMCLAW,2620069020,262006,9020,School-Junior High/Middle,4210
-122.3139099,47.55230154,290,905,490884,664,Grover Cleveland STEM High School,Grover Cleveland,5511 15th Ave S,98108,-122.3139119,47.55229968,10,SEATTLE,7549802085,754980,2085,School-Alternative,2392
-122.1957822,47.6575002,291,6600168,35858,663,Northwest University,Northwest University,5520 108th Ave NE,98033,-122.1957837,47.65749816,10,LAKE WASHINGTON,1725059203,172505,9203,School-College or University,0
-122.0453761,47.53662931,292,358,2415,660,Issaquah Valley Elementary School,Issaquah Valley,555 NW Holly St,98027,-122.0453781,47.5366269,10,ISSAQUAH,2824069012,282406,9012,School-Elementary,3673
-122.3622389,47.67017774,293,903,12307,660,West Woodland Elementary School,West Woodland,5601 4th Ave NW,98107,-122.3622404,47.67017601,10,SEATTLE,2768000375,276800,375,School-Elementary,2142
-122.264083,47.31943165,294,7,33,660,Evergreen Heights Elementary School,Evergreen Heights,5602 S 316th St,98001,-122.2640863,47.31942973,10,AUBURN,1121049022,112104,9022,School-Elementary,3745
-122.2613595,47.33384481,295,6600283,692199,660,Meredith Hill Elementary School,Meredith Hill,5830 S 300th St  ,98001,-122.2613626,47.33384289,10,FEDERAL WAY,221049149,22104,9149,School-Elementary,4480
-122.2591321,47.46891413,296,6600241,21158,660,Tukwila Elementary School,Tukwila,5939 S 149th St,98168,-122.2591345,47.4689122,10,TUKWILA,3597000120,359700,120,School-Elementary,3488
-122.3621383,47.54862215,297,882,498220,664,Louisa Boren STEM K-8 School,Louisa Boren,5950 Delridge Way SW,98106,-122.3621404,47.54862035,10,SEATTLE,3438501230,343850,1230,School-Alternative,0
-122.3510908,47.54851795,298,892,786088,663,South Seattle College,South Seattle College,6000 16th Ave SW,98106,-122.3510928,47.54851614,10,SEATTLE,6171900005,617190,5,School-College or University,0
-122.1383102,47.66211328,299,612,568273,660,Benjamin Rush Elementary School,Benjamin Rush,6101 152nd Ave NE,98052,-122.1383116,47.66211114,10,LAKE WASHINGTON,1125059014,112505,9014,School-Elementary,0
-122.3251658,47.48442131,300,1268,152,660,Cedarhurst Elementary School,Cedarhurst,611 S 132nd St,98168,-122.3251682,47.48441945,10,HIGHLINE,1446403320,144640,3320,School-Elementary,2926
-122.3921193,47.67349923,301,895,324373,660,Adams Elementary School,Adams,6110 28th Ave NW,98107,-122.3921208,47.67349756,10,SEATTLE,6658000060,665800,60,School-Elementary,2138
-122.3414544,47.4964245,302,1201,831172,662,New Start High School,New Start,614 SW 120th St,98146,-122.3414566,47.49642266,10,HIGHLINE,723049248,72304,9248,School-High,0
-122.2353028,47.29646632,303,6600519,47,665,Auburn Maint/Ops/Trans Center,Auburn MOT,615 15th St SW,98001,-122.2353061,47.29646435,10,AUBURN,2421049097,242104,9097,School-Other Facility,0
-122.3060136,47.59692038,304,1191,452159,660,Giddens School,Giddens,620 20th Ave S,98144,-122.3060154,47.59691852,20,SEATTLE,3319501965,331950,1965,School-Elementary,0
-122.2201436,47.27452598,305,6600534,57,661,Mt. Baker Middle School,Mt. Baker,620 37th St SE,98002,-122.220147,47.27452397,10,AUBURN,3021059031,302105,9031,School-Junior High/Middle,4462
-122.2296582,47.38569264,306,6600644,616921,661,Mill Creek Middle School,Mill Creek,620 Central Ave N,98032,-122.2296611,47.38569065,10,KENT,5385600005,538560,5,School-Junior High/Middle,5016
-122.2629343,47.67365255,307,979,834819,660,Sand Point School,Sand Point,6208 60th Ave NE,98115,-122.2629358,47.67365063,10,SEATTLE,1125049134,112504,9134,School-Elementary,5205
-122.2629302,47.6736526,308,6600699,834819,660,Sand Point Elementary School,Sand Point,6208 60th Ave NE,98115,-122.2629317,47.67365068,10,SEATTLE,1125049134,112504,9134,School-Elementary,
-122.1541487,47.61616856,309,163,98414,660,Cedar Park Christian International School,Cedar Park Christian Intl,625 140th Ave NE,98005,-122.1541503,47.61616643,20,BELLEVUE,3425059003,342505,9003,School-Elementary,0
-122.324894,47.31959787,310,90,2375,660,Mirror Lake Elementary School,Mirror Lake,625 S 314th St,98003,-122.3248972,47.31959607,10,FEDERAL WAY,821049035,82104,9035,School-Elementary,3159
-122.2532785,47.4924532,311,1306,506131,660,Campbell Hill Elementary School,Campbell Hill,6418 S 124th St,98178,-122.2532807,47.49245126,10,RENTON,1123049102,112304,9102,School-Elementary,3034
-122.106235,47.66428313,312,6600647,367265,663,Lake Washington Institute of Technology Redmond Campus,Lake Washington IT,6505 176th Ave NE,98052,-122.1062363,47.66428093,10,LAKE WASHINGTON,1225059043,122505,9043,School-College or University,0
-122.3242946,47.59630111,313,6600708,978954,662,Puget Sound Community School,Puget Sound Comm,660 S Dearborn St,98134,-122.3242964,47.59629929,20,SEATTLE,5247802530,524780,2530,School-High,
-122.2769098,47.54174378,314,1020,833906,660,Brighton School,Brighton,6725 45th Ave S,98118,-122.2769118,47.54174187,10,SEATTLE,3812400550,381240,550,School-Elementary,0
-122.25169,47.73705801,315,242,149230,660,Arrowhead Elementary School,Arrowhead,6725 NE Arrowhead Dr,98028,-122.2516911,47.73705607,10,NORTHSHORE,1426049070,142604,9070,School-Elementary,3107
-122.3734904,47.54176459,316,6600430,490868,660,West Seattle Elementary School,West Seattle,6760 34th Ave SW,98126,-122.3734925,47.5417628,10,SEATTLE,2524039050,252403,9050,School-Elementary,0
-122.3248797,47.54160687,317,10000025,486287,663,South Seattle College-Georgetown Campus,SSC Georgetown,6800 E Marginal Way S,98108,-122.3248817,47.54160502,10,SEATTLE,1800137,180,137,School-College or University,0
-122.1851885,47.54039047,318,6600679,9370,661,Risdon Middle School,Risdon,6928 116th Ave SE,98056,-122.1851905,47.54038838,10,RENTON,2824059127,282405,9127,School-Junior High/Middle,0
-122.3082782,47.62547906,319,949,442411,660,St. Joseph School,St. Joseph,700 18th Ave E,98112,-122.3082799,47.62547722,20,SEATTLE,1336800825,133680,825,School-Elementary,0
-122.0287119,47.52236466,320,355,570012,662,Issaquah High School,Issaquah High,700 2nd Ave SE,98027,-122.028714,47.52236219,10,ISSAQUAH,3424069030,342406,9030,School-High,3385
-122.2761802,47.68063935,321,984,352107,660,View Ridge Elementary School,View Ridge,7047 50th Ave NE,98115,-122.2761816,47.68063746,10,SEATTLE,7974200250,797420,250,School-Elementary,2667
-122.3230331,47.62530884,322,2195,447371,663,Cornish College Kerry Hall,Cornish College Kerry Hall,710 E Roy St,98102,-122.3230347,47.62530702,10,SEATTLE,9831200125,983120,125,School-College or University,0
-122.3246886,47.52361085,323,907,528808,660,Concord International Elementary School,Concord,723 S Concord St,98108,-122.3246907,47.52360899,10,SEATTLE,7885100255,788510,255,School-Elementary,2199
-122.3042941,47.6264437,324,937,435298,662,Holy Names Academy,Holy Names,728 21st Ave E,98112,-122.3042958,47.62644185,20,SEATTLE,1338800660,133880,660,School-High,0
-122.1806742,47.67023237,325,461,8633,660,Holy Family Parish School K-8,Holy Family Parish,7300 120th Ave NE,98033,-122.1806756,47.67023031,20,LAKE WASHINGTON,925059018,92505,9018,School-Elementary,0
-122.3762164,47.53604335,326,6600707,493627,660,Northwest Montessori - West Seattle,Northwest Montessori,7344 35th Ave SW,98126,-122.3762185,47.53604157,20,SEATTLE,8122100020,812210,20,School-Elementary,
-122.2828224,47.68557285,327,961,350419,660,Decatur Elementary School,Decatur,7711 43rd Ave NE,98115,-122.2828238,47.68557098,10,SEATTLE,6392002430,639200,2430,School-Elementary,0
-122.2649355,47.68779237,328,6600650,348145,662,Waldorf High School Campus,Waldorf High,7777 62nd Ave NE,98115,-122.2649369,47.68779046,20,SEATTLE,225049062,22504,9062,School-High,0
-122.2351993,47.63605148,329,6600569,9270,660,Bellevue Christian Three Points School,Bellevue Christian Three Points,7800 NE 28th St  ,98039,-122.2352009,47.63604951,20,BELLEVUE,2425049104,242504,9104,School-Elementary,0
-122.2364195,47.48549535,330,2744,518842,664,Secondary Learning Center,Secondary Learning,7800 S 132nd St,98178,-122.2364218,47.48549338,10,RENTON,2144800350,214480,350,School-Alternative,0
-122.3424448,47.6862576,331,838,12293,660,Daniel Bagley Elementary School,Daniel Bagley,7821 Stone Ave N,98103,-122.3424462,47.68625583,10,SEATTLE,625049048,62504,9048,School-Elementary,2450
-122.2193837,47.31005403,332,23,713208,662,Auburn High School,Auburn,800 4th St NE,98002,-122.219387,47.31005201,10,AUBURN,1821059082,182105,9082,School-High,2795
-122.1632515,47.49635391,333,6600410,12187,660,Honey Dew Elementary School,Honey Dew,800 Union Ave NE,98059,-122.1632537,47.49635175,10,RENTON,1023059007,102305,9007,School-Elementary,0
-122.300392,47.68698223,334,6600060,345520,662,University Prep Academy,U Prep,8000 25th Ave NE,98115,-122.3003934,47.68698039,20,SEATTLE,1513800010,151380,10,School-High,0
-122.2339296,47.6169256,335,139,9272,660,Medina Elementary School,Medina,8001 NE 8th St,98039,-122.2339313,47.61692363,10,BELLEVUE,3625049008,362504,9008,School-Elementary,3436
-121.8288387,47.52885145,336,6600151,195851,665,Administration/Transportation,Admin,8001 SE Cedar St,98065,-121.8288404,47.52884877,10,SNOQUALMIE VALLEY,3024089020,302408,9020,School-Other Facility,0
-122.3248133,47.60775589,337,865,436176,662,O Dea High School,O Dea,802 Terry Ave,98104,-122.3248151,47.60775407,20,SEATTLE,5392100055,539210,55,School-High,0
-122.23125,47.72004166,338,503,8619,661,Finn Hill Middle School,Finn Hill,8040 NE 132nd St,98034,-122.2312512,47.72003969,10,LAKE WASHINGTON,2426049128,242604,9128,School-Junior High/Middle,3590
-122.23125,47.72004166,339,6600176,8619,664,Environmental and Adventure School,Environmental and Adventure,8040 NE 132nd St ,98034,-122.2312512,47.72003969,10,LAKE WASHINGTON,2426049128,242604,9128,School-Alternative,1800
-122.0306625,47.52146399,340,6600367,2421,665,Transportation Center,Transportation Center,805 2nd Ave SE,98027,-122.0306645,47.52146153,10,ISSAQUAH,3424069030,342406,9030,School-Other Facility,0
-122.308533,47.60957769,341,6600717,432207,661,Lake Washington Girls Middle School,LWGMS,810 18th Ave,98122,-122.3085348,47.60957584,20,SEATTLE,2254502165,225450,2165,School-Junior High/Middle,
-122.1672137,47.67609666,342,487,8630,660,Rose Hill Elementary School,Rose Hill,8110 128th Ave NE,98033,-122.1672151,47.67609457,10,LAKE WASHINGTON,425059017,42505,9017,School-Elementary,2992
-122.3354709,47.68971418,343,839,331870,662,Bishop Blanchet High School,Blanchet,8200 Wallingford Ave N,98103,-122.3354723,47.6897124,20,SEATTLE,625049002,62504,9002,School-High,0
-122.2293163,47.49803683,344,1304,12261,660,Bryn Mawr Elementary School,Bryn Mawr,8212 S 118th St,98178,-122.2293186,47.49803484,10,RENTON,3810400035,381040,35,School-Elementary,2439
-122.2309249,47.72472064,345,505,168003,660,Henry David Thoreau Elementary School,Henry David Thoreau,8224 NE 138th St,98034,-122.2309261,47.72471867,10,LAKE WASHINGTON,2426049146,242604,9146,School-Elementary,0
-122.3454323,47.50035574,346,1195,12265,664,Arts & Academics Academy,Arts & Academics Academy,830 SW 116th St,98146,-122.3454345,47.50035391,10,HIGHLINE,723049367,72304,9367,School-Alternative,0
-122.2298205,47.6214153,347,152,988985,660,St. Thomas School,St. Thomas,8300 NE 12th St,98039,-122.2298222,47.62141332,20,BELLEVUE,2525049106,252504,9106,School-Elementary,0
-122.1600633,47.52592968,348,6600129,744669,660,Newcastle Elementary School,Newcastle,8400 136th Ave SE,98059,-122.1600654,47.52592753,10,ISSAQUAH,3424059034,342405,9034,School-Elementary,4592
-122.3184937,47.68565918,349,963,835351,660,Fairview Christian School,Fairview Christian,844 NE 78th St,98115,-122.3184951,47.68565737,20,SEATTLE,2464400730,246440,730,School-Elementary,0
-122.3199146,47.69061738,350,981,12395,660,St. Catherine of Siena Parish School,St. Catherine ,8524 8th Ave NE,98115,-122.319916,47.69061557,20,SEATTLE,5100400125,510040,125,School-Elementary,0
-122.2709105,47.52567237,351,6600237,927161,662,South Lake High School,South Lake,8601 Rainier Ave S,98118,-122.2709126,47.52567045,10,SEATTLE,2123700250,212370,250,School-High,3778
-122.2658589,47.52407181,352,1035,530959,662,Rainier Beach High School,Rainier Beach,8815 Seward Park Ave S,98118,-122.2658611,47.52406988,10,SEATTLE,3524049149,352404,9149,School-High,3327
-122.2880042,47.61118281,353,1081,443601,660,St. Therese Catholic Academy,St. Therese,900 35th Ave,98122,-122.2880059,47.61118093,20,SEATTLE,9184700280,918470,280,School-Elementary,0
-122.3870989,47.69487074,354,1012,12287,660,North Beach Elementary School,North Beach,9018 24th Ave NW,98117,-122.3871002,47.69486907,10,SEATTLE,3526039024,352603,9024,School-Elementary,3218
-122.2172335,47.5716165,355,548,9278,662,Mercer Island High School,Mercer Island,9100 SE 42nd St,98040,-122.2172354,47.57161449,10,MERCER ISLAND,1824059005,182405,9005,School-High,3029
-122.3353307,47.61687458,356,6600661,840697,660,Spruce Street School,Spruce Street,914 Virginia St,98101,-122.3353324,47.61687277,20,SEATTLE,660001365,66000,1365,School-Elementary,0
-122.3776022,47.69675197,357,1017,831688,661,Whitman Middle School,Whitman,9201 15th Ave NW,98117,-122.3776036,47.69675028,10,SEATTLE,3526039131,352603,9131,School-Junior High/Middle,3277
-122.217491,47.31836326,358,47,715263,660,Green River Montessori School,Green River Montessori,922 12th St NE,98002,-122.2174942,47.31836125,20,AUBURN,3339900900,333990,900,School-Elementary,0
-122.4522548,47.42760212,359,6600619,21169,660,Chautauqua Elementary School,Chatauqua,9309 SW Cemetery Rd,98070,-122.4522574,47.42760047,10,VASHON ISLAND,522039067,52203,9067,School-Elementary,4468
-122.370514,47.5177435,360,1118,501095,660,Roxhill Elementary School,Roxhill,9430 30th Ave SW,98126,-122.3705161,47.5177417,10,SEATTLE,3624039057,362403,9057,School-Elementary,3157
-122.3076244,47.69843814,361,977,258793,660,Sacajawea Elementary School,Sacajawea,9501 20th Ave NE,98115,-122.3076258,47.69843631,10,SEATTLE,8024202285,802420,2285,School-Elementary,3028
-122.4568681,47.42314332,362,780,1060717,662,Vashon Island High School,Vashon Island,9600 SW 204th St,98070,-122.4568707,47.42314168,10,VASHON ISLAND,522039057,52203,9057,School-High,2419
-122.2117629,47.63128154,363,123,112995,660,Clyde Hill Elementary School,Clyde Hill,9601 NE 24th St,98004,-122.2117645,47.63127952,10,BELLEVUE,8086000305,808600,305,School-Elementary,2847
-122.2095337,47.71796971,364,508,8623,660,Juanita Elementary School,Juanita,9635 NE 132nd St,98034,-122.209535,47.7179677,10,LAKE WASHINGTON,3026059039,302605,9039,School-Elementary,2796
-122.2586352,47.51482081,365,1025,512278,660,Emerson Elementary School,Emerson,9709 60th Ave S,98118,-122.2586374,47.51481887,10,SEATTLE,7129302300,712930,2300,School-Elementary,2118
-122.2082495,47.38603672,366,373,801991,660,East Hill Elementary School,East Hill,9825 S 240th St,98031,-122.2082523,47.38603468,10,KENT,1922059001,192205,9001,School-Elementary,2851
-122.1085067,47.72743835,367,642,21190,660,Sunrise Elementary School-Northshore,Sunrise,14075 172nd Ave NE,98052,-122.1085078,47.7274362,10,NORTHSHORE,8121201010,812120,1010,School-Elementary,4187
-122.1208199,47.63058888,368,227,68,660,Sherwood Forest Elementary School-Bellevue,Sherwood Forest,16411 NE 24th St,98008,-122.1208214,47.63058669,10,BELLEVUE,2525059092,252505,9092,School-Elementary,3339
-122.3213559,47.61689806,369,1077,836506,663,Seattle Central College,Seattle Central,1701 Broadway,98122,-122.3213576,47.61689623,10,SEATTLE,6003001130,600300,1130,School-College or University,0
-122.3227271,47.44278585,370,6600247,600823,665,Transportation-Highline,Transportation,17910 8th Ave S,98148,-122.3227296,47.44278401,10,HIGHLINE,3223049003,322304,9003,School-Other Facility,0
-122.0803269,47.75900412,371,789,21193,660,Bear Creek Elementary School,Bear Creek,18101 Avondale Rd NE,98077,-122.0803278,47.75900197,10,NORTHSHORE,726069060,72606,9060,School-Elementary,4305
-122.2807271,47.43513932,372,1319,12231,661,Chinook Middle School-Highline,Chinook,18650 42nd Ave S,98188,-122.2807297,47.43513742,10,HIGHLINE,3423049044,342304,9044,School-Junior High/Middle,3098
-122.1904061,47.61211933,373,10000023,103991,663,Seattle University Eastside Center,Seattle U Eastside ,200 112th Ave NE,98004,-122.1904078,47.61211727,20,BELLEVUE,2543200070,254320,70,School-College or University,0
-122.1645372,47.40265091,374,579,8590,660,Sunrise Elementary School-Kent,Sunrise,22300 132nd Ave SE,98042,-122.1645399,47.40264876,10,KENT,1022059180,102205,9180,School-Elementary,4420
-122.0258725,47.60737449,375,175,532317,662,Eastside Catholic High School,Eastside Catholic,232 228th Ave SE,98074,-122.0258741,47.60737209,20,LAKE WASHINGTON,3425069091,342506,9091,School-High,0
-122.0106478,47.55949101,376,6600633,77692,661,Pacific Cascade Middle School,Pacific Cascade,24635 SE Issaquah Fall City Rd,98029,-122.0106496,47.55948853,10,ISSAQUAH,1424069019,142406,9019,School-Junior High/Middle,5200
-122.0002481,47.37281559,377,6600599,667199,661,Summit Trail Middle School,Summit Trail,25600 SE Summit Landsburg Rd,98051,-122.0002509,47.37281307,10,TAHOMA,2622069047,262206,9047,School-Junior High/Middle,4556
-122.0214046,47.37189651,378,6600596,663049,660,Rock Creek Elementary School,Rock Creek,25700 Maple Valley Black Diamond Rd SE,98038,-122.0214075,47.37189404,10,TAHOMA,2722069056,272206,9056,School-Elementary,4415
-122.0221929,47.3710657,379,6600045,860805,665,Administration Center-Tahoma,Admin,25720 Maple Valley Black Diamond Rd SE,98038,-122.0221958,47.37106322,10,TAHOMA,2722069056,272206,9056,School-Other Facility,0
-121.9882636,47.57041912,380,6600350,2413,660,Endeavor Elementary School,Endeavor,26205 SE Issaquah Fall City Rd,98029,-121.9882654,47.57041663,10,ISSAQUAH,1324069062,132406,9062,School-Elementary,4493
-122.3586176,47.64627683,381,6600130,832291,664,Cascade Parent Partnership Program,Cascade PPP,2919 1st Ave W,98119,-122.3586192,47.64627508,10,SEATTLE,2425039001,242503,9001,School-Alternative,0
-122.2936445,47.57588955,382,1173,925881,662,Franklin High School,Franklin,3013 S Mount Baker Blvd,98144,-122.2936464,47.57588767,10,SEATTLE,5700000430,570000,430,School-High,2182
-122.2944468,47.27109497,383,94,26,660,Rainier View Elementary School-Federal Way,Rainier View,3015 S 368th St,98003,-122.2944503,47.27109312,10,FEDERAL WAY,3321049048,332104,9048,School-Elementary,4422
-122.3111508,47.32026901,384,6600493,862856,665,Administrative Building-Federal Way,Admin,31405 18th Ave S,98003,-122.311154,47.32026718,10,FEDERAL WAY,921049233,92104,9233,School-Other Facility,0
-122.0287989,47.58033684,385,366,12225,660,Sunny Hills Elementary School,Sunny Hills,3200 Issaquah Pine Lake Rd SE,98075,-122.0288006,47.58033443,10,ISSAQUAH,1024069041,102406,9041,School-Elementary,3386
-121.9048073,47.56952805,386,6600301,2355,661,Chief Kanim Middle School,Chief Kanim,32627 SE Redmond Fall City Rd  ,98024,-121.904809,47.56952548,10,SNOQUALMIE VALLEY,1524079112,152407,9112,School-Junior High/Middle,4397
-122.3991354,47.64823803,387,1379,757610,660,Our Lady of Fatima Parish School,Our Lady of Fatima,3301 W Dravus St,98199,-122.399137,47.64823635,20,SEATTLE,6822100520,682210,520,School-Elementary,0
-122.3498487,47.29200794,388,328,2391,660,Sherwood Forest Elementary School-Federal Way,Sherwood Forest,34600 12th Ave SW,98023,-122.3498521,47.2920062,10,FEDERAL WAY,4159200004,415920,4,School-Elementary,4374
-122.3380251,47.6574564,389,847,315735,661,Alexander Hamilton International Middle School,Alexander Hamilton Intl,1610 N 41st St,98103,-122.3380266,47.65745462,10,SEATTLE,4083301505,408330,1505,School-Junior High/Middle,0
-122.1177522,47.48007278,390,750,12170,662,Liberty High School,Liberty,16655 SE 136th St,98059,-122.1177545,47.48007052,10,ISSAQUAH,1323059038,132305,9038,School-High,3962
-122.3360521,47.75501823,391,6600102,16164,660,Meridian Park Elementary School,Meridian Park,17077 Meridian Ave N,98133,-122.3360532,47.7550165,10,SHORELINE,3073500050,307350,50,School-Elementary,3958
-122.2897438,47.7546069,392,1220,8646,660,Brookside Elementary School,Brookside ,17447 37th Ave NE,98155,-122.2897449,47.75460506,10,SHORELINE,1154100565,115410,565,School-Elementary,3230
-122.3586587,47.53960923,393,890,479979,660,Captain Stephen E. Sanislo Elementary School,Sanislo,1812 SW Myrtle St,98106,-122.3586608,47.53960743,10,SEATTLE,3438502560,343850,2560,School-Elementary,3665
-122.2875301,47.72581435,394,6600697,254353,664,Cedar Park Elementary School,Cedar Park,13224 37th Ave NE,98125,-122.2875313,47.72581248,10,SEATTLE,1454100350,145410,350,School-Alternative,
-122.1490164,47.60115309,395,200,85,660,Lake Hills Elementary School,Lake Hills,14310 SE 12th St,98007,-122.1490181,47.60115095,10,BELLEVUE,324059022,32405,9022,School-Elementary,3225
-122.1149192,47.47143501,396,755,600543,661,Maywood Middle School,Maywood,14490 168th Ave SE,98059,-122.1149215,47.47143274,10,ISSAQUAH,2423059005,242305,9005,School-Junior High/Middle,3636
-122.1661625,47.45480464,397,726,12171,662,Lindbergh High School,Lindbergh,16426 128th Ave SE,98058,-122.166165,47.4548025,10,RENTON,2823059042,282305,9042,School-High,3741
-122.3235156,47.44336503,398,6600246,755534,665,Highline School Facility Services,Facility Services,17810 8th Ave S,98148,-122.3235181,47.44336318,10,HIGHLINE,3223049003,322304,9003,School-Other Facility,0
-122.1906644,47.75899538,399,2141,180835,663,University of Washington-Bothell,UW Bothell,18115 Campus Way NE,98011,-122.1906654,47.75899339,10,NORTHSHORE,526059057,52605,9057,School-College or University,0
-122.3108536,47.4044189,400,1369,384842,660,St. Philomena Catholic School,St. Philomena,1815 S 220th St,98198,-122.3108563,47.40441705,20,HIGHLINE,576000260,57600,260,School-Elementary,0
-122.2878177,47.76306026,401,1230,537576,660,Lake Forest Park Elementary School,Lake Forest Park,18500 37th Ave NE,98155,-122.2878187,47.76305846,10,SHORELINE,326049018,32604,9018,School-Elementary,2185
-122.0417869,47.71951439,402,806,164591,660,Laura Ingalls Wilder Elementary School,Laura Ingalls Wilder,22130 NE 133rd St,98077,-122.041788,47.71951213,10,LAKE WASHINGTON,2126069015,212606,9015,School-Elementary,4336
-122.3203469,47.6393172,403,826,429525,660,Bertschi School,Bertschi,2227 10th Ave E,98102,-122.3203485,47.63931538,20,SEATTLE,2207500320,220750,320,School-Elementary,0
-122.0065126,47.19120376,404,297,893822,662,Enumclaw High School,Enumclaw High,226 Semanski St S,98022,-122.0065147,47.19120223,10,ENUMCLAW,2620069016,262006,9016,School-High,3330
-122.317507,47.64102413,405,834,759081,662,Seattle Preparatory School,Seattle Prep ,2400 11th Ave E,98102,-122.3175086,47.64102231,20,SEATTLE,2025049007,202504,9007,School-High,0
-122.0039737,47.57739265,406,341,875876,660,Challenger Elementary School,Challenger,25200 SE Klahanie blvd,98029,-122.0039755,47.57739018,10,ISSAQUAH,1124069091,112406,9091,School-Elementary,4300
-122.211375,47.36814885,407,397,668321,660,Scenic Hill Elementary School,Scenic Hill,26025 Woodland Way S,98030,-122.211378,47.36814681,10,KENT,3022059030,302205,9030,School-Elementary,3389
-122.0401812,47.32351064,408,6600467,806270,660,Sawyer Woods Elementary School,Sawyer Woods,31135 228th Ave SE,98010,-122.0401844,47.32350821,10,KENT,921069018,92106,9018,School-Elementary,4466
-122.0118526,47.18738096,409,310,208,660,Southwood Elementary School,Southwood,3240 McDougall Ave,98022,-122.0118546,47.18737949,10,ENUMCLAW,2620069019,262006,9019,School-Elementary,3739
-121.9014171,47.51800671,410,6600549,2356,665,Echo Glen Childrens Center,Echo Glen,33010 SE 99th St,98065,-121.901419,47.51800409,10,ISSAQUAH,3424079001,342407,9001,School-Other Facility,3569
-122.3626532,47.64962891,411,1056,757267,663,Seattle Pacific University,Seattle Pacific U,3307 3rd Ave W,98119,-122.3626548,47.64962717,20,SEATTLE,8900000555,890000,555,School-College or University,0
-121.8815018,47.52511239,412,6600712,1141646,660,Timber Ridge Elementary School,Timber Ridge,34412 SE Swenson Dr,98065,-121.8815036,47.52510975,10,SNOQUALMIE VALLEY,3524079024,352407,9024,School-Elementary,
-122.3290363,47.27393301,413,101,2397,660,Montessori Academy at Spring Valley,Spring Valley Montessori,36605 Pacific Hwy S,98003,-122.3290398,47.27393123,20,FEDERAL WAY,2921049074,292104,9074,School-Elementary,0
-122.3498816,47.62287034,414,6600224,441135,665,Stadium/Athletic Office,Stadium/Athletic Office,401 5th Ave N,98109,-122.3498833,47.62286856,10,SEATTLE,1988200640,198820,640,School-Other Facility,0
-122.2231161,47.57159959,415,6600343,189376,664,Crest Learning Center,Crest Learning Center,4150 86th Ave SE,98040,-122.223118,47.57159759,10,MERCER ISLAND,1824059005,182405,9005,School-Alternative,0
-122.1016322,47.56879431,416,231,2409,660,Sunset Elementary School,Sunset,4229 W Lake Sammamish Pkwy SE,98008,-122.101634,47.56879205,10,ISSAQUAH,1324059064,132405,9064,School-Elementary,3228
-122.277396,47.4355355,417,1339,397165,664,Academy of Citizenship & Empowerment (ACE),ACE,4424 S 188th St,98188,-122.2773986,47.43553359,10,HIGHLINE,3423049044,342304,9044,School-Alternative,0
-122.1803473,47.5558054,418,181,12178,660,Newport Heights Elementary School,Newport Heights,5225 119th Ave SE,98006,-122.1803492,47.55580331,10,BELLEVUE,6071201005,607120,1005,School-Elementary,3437
-122.1955065,47.65704286,419,470,539270,660,Kirkland Seventh-day Adventist School K-8,Kirkland Seventh-day Adventist,5320 108th Ave NE,98033,-122.1955079,47.65704082,20,LAKE WASHINGTON,1725059198,172505,9198,School-Elementary,0
-122.3642177,47.66017841,420,6600665,1012520,660,Pacific Crest School,Pacific Crest,600 NW Bright St,98107,-122.3642192,47.66017668,20,SEATTLE,4413100071,441310,71,School-Elementary,0
-122.2563036,47.39159359,421,429,615051,660,Neely-O Brien Elementary School,Neely-O Brien,6300 S 236th St,98032,-122.2563065,47.39159165,10,KENT,1422049030,142204,9030,School-Elementary,4356
-122.059925,47.66999795,422,649,12139,660,Emily Dickinson Elementary School,Emily Dickinson,7040 208th Ave NE,98053,-122.0599263,47.66999568,10,LAKE WASHINGTON,825069008,82506,9008,School-Elementary,4018
-122.3171112,47.61065618,423,1079,448115,663,Seattle University,Seattle U,901 12th Ave,98122,-122.3171129,47.61065434,20,SEATTLE,2254500555,225450,555,School-College or University,0
-122.2154289,47.27799739,424,45,788781,660,Gildo Rey Elementary School,Gildo Rey,1005 37th St SE,98002,-122.2154324,47.27799537,10,AUBURN,3021059195,302105,9195,School-Elementary,3669
-122.1919376,47.70139751,425,449,32812,660,Alexander Graham Bell Elementary School,Alexander Graham Bell,11212  NE 112th St,98033,-122.1919389,47.70139547,10,LAKE WASHINGTON,3226059008,322605,9008,School-Elementary,0
-122.1831342,47.40982313,426,6600545,627566,660,Emerald Park Elementary School,Emerald Park,11800 SE 216th St,98031,-122.1831369,47.40982103,10,KENT,922059182,92205,9182,School-Elementary,4545
